prom_peak,gene,MoreOpenIn
4:129730609-129731353,PHF17,delta 2
4:129732163-129733865,PHF17,delta 2
4:130014263-130015197,C4orf33,delta 2
4:130014263-130015197,SCLT1,delta 2
4:13485251-13486851,RAB28,delta 2
4:139162999-139164113,SLC7A11,delta 2
4:139935550-139937528,CCRN4L,delta 2
4:140216037-140217185,NDUFC1,delta 2
4:141294361-141295329,SCOC,delta 2
4:141347898-141349253,CLGN,delta 2
4:141444941-141445894,ELMOD2,delta 2
4:141676786-141678460,TBC1D9,delta 2
4:144434161-144435446,SMARCA5,delta 2
4:146018873-146020203,ANAPC10,delta 2
4:146018873-146020203,ABCE1,delta 2
4:147096675-147097671,LSM6,delta 2
4:148652748-148653992,ARHGAP10,delta 2
4:15002946-15005641,CPEB2,delta 2
4:15005800-15006844,CPEB2,delta 2
4:151935683-151937669,LRBA,delta 2
4:152329138-152330717,FAM160A1,delta 2
4:153456836-153458079,FBXW7,delta 2
4:159726677-159727204,FNIP2,delta 2
4:160023742-160025538,RAPGEF2,delta 2
4:165304202-165305453,MARCH1,delta 2
4:169752798-169754739,PALLD,delta 2
4:174089265-174091411,GALNT7,delta 2
4:17615179-17616895,MED28,delta 2
4:176728812-176729290,GPM6A,delta 1
4:177116359-177117180,SPATA4,delta 2
4:18022335-18024163,LCORL,delta 2
4:184880910-184881834,STOX2,delta 2
4:185729171-185729371,ACSL1,delta 2
4:185746419-185747913,ACSL1,delta 2
4:187025399-187027789,FAM149A,delta 2
4:187186771-187188582,F11,delta 1
4:1871875-1873718,WHSC1,delta 2
4:2010380-2011901,NELFA,delta 2
4:2243239-2244403,POLN,delta 2
4:2243239-2244403,HAUS3,delta 2
4:23891238-23891922,PPARGC1A,delta 2
4:25161417-25162737,SEPSECS,delta 2
4:25161417-25162737,PI4K2B,delta 2
4:25235289-25236890,PI4K2B,delta 2
4:25314038-25314760,ZCCHC4,delta 2
4:26320599-26321673,RBPJ,delta 2
4:26322108-26323045,RBPJ,delta 2
4:26859008-26859584,STIM2,delta 2
4:26861858-26863344,STIM2,delta 2
4:2819495-2820557,SH3BP2,delta 2
4:36245471-36246627,ARAP2,delta 2
4:38664965-38666970,KLF3,delta 2
4:38664965-38666970,AC021860.1,delta 2
4:38868959-38870452,FAM114A1,delta 2
4:40057477-40059783,N4BP2,delta 2
4:41258286-41259929,UCHL1,delta 2
4:41362217-41364146,LIMCH1,delta 2
4:44680011-44681056,GUF1,delta 2
4:44680011-44681056,YIPF7,delta 2
4:4542747-4543293,STX18,delta 2
4:47033339-47035164,GABRB1,delta 2
4:47464920-47465964,COMMD8,delta 2
4:47487035-47487744,ATP10D,delta 2
4:48018189-48019635,CNGA1,delta 2
4:48018189-48019635,NIPAL1,delta 2
4:48271338-48272453,TEC,delta 2
4:492398-493315,ZNF721,delta 2
4:492398-493315,PIGG,delta 2
4:54243259-54244435,FIP1L1,delta 2
4:5894057-5895166,CRMP1,delta 2
4:6271176-6271760,WFS1,delta 2
4:6641768-6643431,MRFAP1,delta 2
4:7044159-7045300,CCDC96,delta 2
4:7044159-7045300,TADA2B,delta 2
4:70653611-70654059,SULT1B1,delta 2
4:71569482-71571743,RUFY3,delta 2
4:72204579-72205330,SLC4A4,delta 2
4:74124040-74125398,ANKRD17,delta 2
4:76648490-76650584,G3BP2,delta 2
4:76648490-76650584,USO1,delta 2
4:77134428-77135489,SCARB2,delta 2
4:77134428-77135489,FAM47E,delta 2
4:77172214-77173454,FAM47E,delta 2
4:77172214-77173454,FAM47E-STBD1,delta 2
4:78739241-78741873,CNOT6L,delta 2
4:7940441-7941840,AC097381.1,delta 2
4:7940441-7941840,AFAP1,delta 2
4:81256673-81257493,C4orf22,delta 2
4:819241-820430,CPLX1,delta 2
4:83933516-83934554,LIN54,delta 2
4:84205302-84206140,COQ2,delta 2
4:84456526-84457891,AGPAT9,delta 2
4:85419811-85421060,NKX6-1,delta 2
4:85503496-85505000,CDS1,delta 2
4:87856939-87857764,AFF1,delta 2
4:87927438-87928772,AFF1,delta 2
4:89512975-89514693,HERC3,delta 2
4:925780-926499,GAK,delta 2
4:925780-926499,TMEM175,delta 2
4:95376371-95376571,PDLIM5,delta 2
5:102091448-102092056,PAM,delta 2
5:102201151-102202100,PAM,delta 2
5:10249425-10251017,FAM173B,delta 2
5:10249425-10251017,CCT5,delta 2
5:102594030-102595551,C5orf30,delta 2
5:112849088-112850366,YTHDC2,delta 2
5:115176963-115178354,AP3S1,delta 2
5:115176963-115178354,ATG12,delta 2
5:124084122-124085131,ZNF608,delta 2
5:126112189-126114332,LMNB1,delta 2
5:126984646-126985604,CTXN3,delta 1
5:130720564-130720836,CDC42SE2,delta 2
5:131825693-131826935,IRF1,delta 2
5:132361675-132362621,ZCCHC10,delta 2
5:133560664-133562558,PPP2CA,delta 2
5:133560664-133562558,CTD-2410N18.5,delta 2
5:133747221-133748557,CDKN2AIPNL,delta 2
5:133967979-133968913,SAR1B,delta 2
5:134093950-134094835,DDX46,delta 2
5:135468230-135469491,SMAD5,delta 2
5:137224537-137225463,PKD2L2,delta 1
5:137514169-137514942,BRD8,delta 2
5:137514169-137514942,KIF20A,delta 2
5:137673043-137674613,FAM53C,delta 2
5:137673043-137674613,CDC25C,delta 2
5:138088141-138090202,CTNNA1,delta 2
5:138609144-138610198,MATR3,delta 2
5:139054731-139055143,CXXC5,delta 2
5:139493242-139494740,PURA,delta 2
5:139725540-139726586,HBEGF,delta 2
5:139943736-139944575,APBB3,delta 2
5:139943736-139944575,SLC35A4,delta 2
5:140070172-140071402,HARS,delta 2
5:140070172-140071402,HARS2,delta 2
5:141257684-141259049,PCDH1,delta 2
5:141348210-141349197,RNF14,delta 2
5:149109441-149111818,PPARGC1B,delta 2
5:149681883-149682664,ARSI,delta 2
5:150137825-150138876,DCTN4,delta 2
5:150826894-150828028,SLC36A1,delta 2
5:151137658-151138713,ATOX1,delta 2
5:153569078-153570581,GALNT10,delta 2
5:154136536-154136856,LARP1,delta 2
5:156569360-156570759,MED7,delta 2
5:156569360-156570759,HAVCR2,delta 2
5:156569360-156570759,ITK,delta 2
5:156692730-156693907,CYFIP2,delta 2
5:157170264-157171230,LSM11,delta 2
5:158635884-158637018,RNF145,delta 2
5:159826379-159827311,C5orf54,delta 2
5:159848638-159849266,SLU7,delta 2
5:159848638-159849266,PTTG1,delta 2
5:168727688-168728345,SLIT3,delta 2
5:171432780-171434261,FBXW11,delta 2
5:171614978-171615991,STK10,delta 2
5:172385502-172386620,RPL26L1,delta 2
5:172756057-172756988,STC2,delta 2
5:175874586-175875704,FAF2,delta 2
5:176036366-176037751,GPRIN1,delta 2
5:176559788-176561747,NSD1,delta 2
5:176924251-176924982,PDLIM7,delta 2
5:178286716-178287564,ZNF354B,delta 2
5:179247535-179248979,SQSTM1,delta 2
5:179285220-179286380,C5orf45,delta 2
5:179285220-179286380,CTC-241N9.1,delta 2
5:179333473-179335216,TBC1D9B,delta 2
5:31638820-31639966,PDZD2,delta 2
5:35617486-35618488,SPEF2,delta 2
5:40797711-40799029,PRKAA1,delta 2
5:43041750-43043033,ANXA2R,delta 2
5:43120764-43122033,ZNF131,delta 2
5:43193451-43194043,NIM1,delta 2
5:52284662-52285933,ITGA2,delta 1
5:54603090-54604304,DHX29,delta 2
5:54603090-54604304,SKIV2L2,delta 2
5:55290318-55291426,IL6ST,delta 2
5:56246442-56248612,MIER3,delta 2
5:57755214-57756904,PLK2,delta 2
5:58334809-58335926,PDE4D,delta 2
5:59995461-59996574,DEPDC1B,delta 2
5:61699204-61700254,DIMT1,delta 2
5:61699204-61700254,IPO11,delta 2
5:64919706-64921196,TRIM23,delta 2
5:64919706-64921196,TRAPPC13,delta 2
5:64919706-64921196,CTC-534A2.2,delta 2
5:65220534-65222597,ERBB2IP,delta 2
5:67510775-67512695,PIK3R1,delta 2
5:68462558-68463123,CCNB1,delta 2
5:71615751-71616590,MRPS27,delta 2
5:71615751-71616590,PTCD2,delta 2
5:72111921-72113283,TNPO1,delta 2
5:72742849-72744007,FOXD1,delta 2
5:72860880-72861969,ANKRA2,delta 2
5:72860880-72861969,UTP15,delta 2
5:74632123-74633597,HMGCR,delta 2
5:74806572-74808041,COL4A3BP,delta 1
5:74806572-74808041,POLK,delta 1
5:75378707-75379456,SV2C,delta 2
5:76382366-76383475,ZBED3,delta 2
5:77071243-77072552,TBCA,delta 2
5:78809381-78810810,HOMER1,delta 2
5:81267410-81268470,ATG10,delta 2
5:93446843-93447764,FAM172A,delta 2
5:93953700-93954969,ANKRD32,delta 2
5:93953700-93954969,KIAA0825,delta 2
5:95157713-95158831,GLRX,delta 2
5:95296470-95298142,ELL2,delta 2
5:95767343-95767601,PCSK1,delta 2
6:101328705-101330070,ASCC3,delta 2
6:102265914-102266663,GRIK2,delta 2
6:105584125-105585645,BVES,delta 2
6:10633440-10633849,GCNT6,delta 2
6:10747428-10748405,TMEM14B,delta 2
6:10747428-10748405,SYCP2L,delta 2
6:108581413-108582778,SNX3,delta 2
6:109702908-109704669,CD164,delta 2
6:109804181-109804968,ZBTB24,delta 2
6:111195196-111197757,AMD1,delta 2
6:111803269-111805502,REV3L,delta 2
6:112193307-112194983,FYN,delta 2
6:11232008-11233347,NEDD9,delta 2
6:112407941-112409187,TUBE1,delta 2
6:112407941-112409187,FAM229B,delta 2
6:114178124-114178897,MARCKS,delta 2
6:116421568-116422622,NT5DC1,delta 2
6:116989350-116990183,ZUFSP,delta 2
6:118971616-118973200,CEP85L,delta 2
6:119029994-119031453,CEP85L,delta 2
6:119398737-119400518,FAM184A,delta 2
6:122931066-122932546,PKIB,delta 2
6:125524624-125524956,TPD52L1,delta 2
6:126131312-126132013,NCOA7,delta 1
6:130182024-130182749,TMEM244,delta 2
6:130686236-130688103,SAMD3,delta 2
6:130686236-130688103,TMEM200A,delta 2
6:132128633-132129700,ENPP1,delta 2
6:133133978-133136163,RPS12,delta 2
6:134273014-134273830,TBPL1,delta 2
6:134499443-134499965,SGK1,delta 2
6:135375612-135376605,HBS1L,delta 2
6:13574025-13575701,SIRT5,delta 2
6:13711020-13712660,RANBP9,delta 2
6:137112948-137114498,MAP3K5,delta 2
6:137539593-137540822,IFNGR1,delta 2
6:13813864-13815088,MCUR1,delta 2
6:138187380-138188954,TNFAIP3,delta 2
6:138428112-138429202,PERP,delta 2
6:138482491-138483796,KIAA1244,delta 2
6:138724551-138726109,HEBP2,delta 2
6:139308545-139310012,REPS1,delta 2
6:143381377-143382511,AIG1,delta 2
6:144416190-144417609,SF3B5,delta 2
6:144606859-144608634,UTRN,delta 2
6:149866186-149867810,PPIL4,delta 2
6:149969382-149970233,KATNA1,delta 2
6:150184415-150185743,LRP11,delta 2
6:150243784-150244700,RAET1G,delta 2
6:150262641-150263559,ULBP2,delta 2
6:150389903-150391007,ULBP3,delta 2
6:150463540-150465335,PPP1R14C,delta 2
6:151711104-151713124,ZBTB2,delta 2
6:153323209-153324732,MTRF1L,delta 2
6:153450946-153453143,RGS17,delta 2
6:157744107-157745355,TMEM242,delta 2
6:159065119-159066283,DYNLT1,delta 2
6:159238965-159240793,EZR,delta 2
6:159290307-159291486,C6orf99,delta 2
6:160389557-160391272,IGF2R,delta 2
6:161412297-161414091,MAP3K4,delta 2
6:165722469-165723316,C6orf118,delta 1
6:166796262-166797181,MPC1,delta 2
6:16761584-16762531,ATXN1,delta 2
6:168226217-168228731,MLLT4,delta 2
6:17393324-17394641,CAP2,delta 2
6:24720356-24722033,C6orf62,delta 2
6:25278875-25280149,LRRC16A,delta 2
6:26033308-26034413,HIST1H2AB,delta 2
6:26383096-26384288,BTN2A2,delta 2
6:27440105-27441344,ZNF184,delta 2
6:2764863-2766592,WRNIP1,delta 2
6:28047649-28049095,ZNF165,delta 2
6:28303044-28304114,ZSCAN31,delta 2
6:28321885-28322543,ZSCAN31,delta 2
6:28554721-28555502,SCAND3,delta 2
6:2971019-2972420,SERPINB6,delta 2
6:29794057-29794378,HLA-G,delta 2
6:29909798-29910792,HLA-A,delta 2
6:30293486-30295202,TRIM39,delta 2
6:3068505-3069442,RIPK1,delta 2
6:3118403-3119453,BPHL,delta 2
6:31323924-31325238,HLA-B,delta 2
6:31619639-31620898,BAG6,delta 2
6:31619639-31620898,APOM,delta 2
6:31782069-31783283,HSPA1L,delta 2
6:31782069-31783283,HSPA1A,delta 2
6:31866044-31866254,C2,delta 2
6:31939423-31940467,STK19,delta 2
6:31939423-31940467,DXO,delta 2
6:33285190-33286207,ZBTB22,delta 2
6:34664064-34665102,C6orf106,delta 2
6:35310013-35310721,PPARD,delta 2
6:36410395-36411298,KCTD20,delta 2
6:36410395-36411298,PXT1,delta 2
6:36514568-36515500,STK38,delta 2
6:36646118-36647381,CDKN1A,delta 2
6:37137038-37138273,PIM1,delta 2
6:37224817-37226044,TMEM217,delta 2
6:37224817-37226044,TBC1D22B,delta 2
6:37400528-37401718,CMTR1,delta 2
6:37664683-37667068,MDGA1,delta 2
6:39082210-39083316,SAYSD1,delta 2
6:41039543-41041270,OARD1,delta 2
6:41039543-41041270,NFYA,delta 2
6:41604499-41605424,MDFI,delta 2
6:42981366-42982150,MEA1,delta 2
6:42981366-42982150,KLHDC3,delta 2
6:43027006-43028209,MRPL2,delta 2
6:43027006-43028209,KLC4,delta 2
6:43445017-43445784,TJAP1,delta 2
6:43477256-43478510,POLR1C,delta 2
6:43477256-43478510,LRRC73,delta 2
6:43596557-43598231,GTPBP2,delta 2
6:43596557-43598231,MAD2L1BP,delta 2
6:44094511-44095646,TMEM63B,delta 2
6:44094511-44095646,MRPL14,delta 2
6:44213552-44215737,HSP90AB1,delta 2
6:44224316-44225631,SLC35B2,delta 2
6:44232699-44233631,NFKBIE,delta 2
6:45344809-45346298,SUPT3H,delta 2
6:45982221-45983755,CLIC5,delta 2
6:47276350-47277929,TNFRSF21,delta 2
6:5003672-5004519,RPP40,delta 2
6:53212694-53214124,ELOVL5,delta 2
6:55443325-55444370,HMGCLL1,delta 2
6:56715472-56717016,DST,delta 2
6:57086138-57087492,RAB23,delta 2
6:66416398-66417681,EYS,delta 1
6:692295-693490,EXOC2,delta 2
6:75952990-75954151,COX7A2,delta 2
6:79576856-79577822,IRAK1BP1,delta 2
6:80340477-80341654,SH3BGRL2,delta 2
6:8063939-8064949,BLOC1S5,delta 2
6:80656502-80657736,ELOVL4,delta 2
6:83775209-83775753,UBE3D,delta 2
6:83777154-83777964,DOPEY1,delta 2
6:84139999-84141525,ME1,delta 2
6:84562767-84564053,RIPPLY2,delta 2
6:88182261-88183497,SLC35A1,delta 2
6:89855263-89856615,PM20D2,delta 2
6:90142513-90143946,ANKRD6,delta 2
6:90528669-90529874,MDN1,delta 2
6:97345160-97346226,NDUFAF4,delta 2
6:99280525-99282875,POU3F2,delta 2
7:100230537-100231596,TFR2,delta 2
7:100493190-100495198,ACHE,delta 2
7:100808443-100809152,VGF,delta 2
7:104908520-104910065,SRPK2,delta 2
7:105172378-105173207,RINT1,delta 2
7:105603385-105604003,CDHR3,delta 1
7:106808723-106809542,HBP1,delta 2
7:106809847-106810542,HBP1,delta 2
7:107969295-107969766,NRCAM,delta 2
7:108165773-108167188,PNPLA8,delta 2
7:111201698-111202965,IMMP2L,delta 2
7:112089428-112089703,IFRD1,delta 2
7:112121495-112122529,LSMEM1,delta 2
7:1127567-1128018,GPER1,delta 2
7:116311809-116313061,MET,delta 2
7:120496824-120498643,TSPAN12,delta 2
7:127031764-127033413,ZNF800,delta 2
7:127225321-127225876,GCC1,delta 2
7:127233823-127234070,FSCN3,delta 2
7:127671064-127672914,LRRC4,delta 2
7:128378840-128380010,CALU,delta 2
7:128694457-128695612,TNPO3,delta 2
7:129141678-129143084,SMKR1,delta 2
7:129251152-129252298,NRF1,delta 2
7:129592082-129593009,UBE2H,delta 2
7:129932565-129933270,CPA4,delta 2
7:130003294-130003693,CPA5,delta 2
7:130352682-130354017,COPG2,delta 2
7:133811673-133812592,LRGUK,delta 2
7:135193991-135195443,CNOT4,delta 2
7:135242325-135243551,NUP205,delta 2
7:138915426-138917165,UBN2,delta 2
7:139876449-139877607,JHDM1D,delta 2
7:140178383-140179571,MKRN1,delta 2
7:141400646-141402483,KIAA1147,delta 2
7:148787365-148788833,ZNF786,delta 2
7:148981998-148982703,ZNF783,delta 2
7:149193973-149195308,ZNF746,delta 2
7:150705683-150706140,NOS3,delta 2
7:150777406-150778182,FASTK,delta 2
7:150784469-150785031,AGAP3,delta 2
7:150923974-150924805,ABCF2,delta 2
7:151038254-151039197,NUB1,delta 2
7:151216109-151217919,RHEB,delta 2
7:151328676-151330233,PRKAG2,delta 2
7:151722358-151723214,GALNT11,delta 2
7:154719307-154721101,PAXIP1-AS2,delta 2
7:154794308-154795850,PAXIP1,delta 2
7:155090535-155091159,INSIG1,delta 2
7:157405402-157406925,AC005481.5,delta 2
7:1577656-1577911,MAFK,delta 2
7:158481240-158482560,NCAPG2,delta 1
7:158621756-158622850,ESYT2,delta 2
7:18125618-18127151,HDAC9,delta 2
7:191575-193397,FAM20C,delta 2
7:23570708-23572124,TRA2A,delta 2
7:23719498-23720910,FAM221A,delta 2
7:2442788-2443948,CHST12,delta 2
7:25164498-25165561,CYCS,delta 2
7:28448082-28450005,CREB5,delta 2
7:28725183-28725891,CREB5,delta 2
7:29845611-29847396,WIPF3,delta 2
7:30067727-30068706,PLEKHA8,delta 2
7:30633375-30635480,GARS,delta 2
7:33080192-33081051,NT5C3A,delta 2
7:39605125-39606362,YAE1D1,delta 2
7:41742577-41742982,INHBA,delta 2
7:42275923-42277811,GLI3,delta 2
7:43622273-43623556,STK17A,delta 2
7:43965544-43966667,URGCP,delta 2
7:43965544-43966667,UBE2D4,delta 2
7:44185443-44186403,GCK,delta 2
7:44240299-44241007,YKT6,delta 2
7:44364381-44365861,CAMK2B,delta 2
7:4721620-4722512,FOXK1,delta 2
7:4922650-4923667,RADIL,delta 2
7:49812999-49813805,VWC2,delta 1
7:5229477-5230553,WIPI2,delta 2
7:55432906-55434383,LANCL2,delta 2
7:55593713-55594796,VOPP1,delta 2
7:5569159-5570684,ACTB,delta 2
7:5601624-5603535,ACTB,delta 2
7:6143912-6145068,USP42,delta 2
7:63505576-63506621,ZNF727,delta 2
7:6388048-6388893,FAM220A,delta 2
7:6486627-6488403,DAGLB,delta 2
7:65337769-65338906,VKORC1L1,delta 2
7:6616558-6617615,ZDHHC4,delta 2
7:6745613-6747029,ZNF12,delta 2
7:72395243-72396314,POM121,delta 2
7:72971205-72972408,BCL7B,delta 2
7:72992543-72993479,TBL2,delta 2
7:75507866-75508872,RHBDD2,delta 2
7:7606024-7607200,MIOS,delta 2
7:765917-767362,HEATR2,delta 2
7:765917-767362,PRKAR1B,delta 2
7:856852-857234,SUN1,delta 2
7:871313-873099,SUN1,delta 2
7:87505126-87506519,DBF4,delta 2
7:87505126-87506519,SLC25A40,delta 2
7:89974957-89976403,GTPBP10,delta 2
7:91874279-91876184,KRIT1,delta 2
7:91874279-91876184,ANKIB1,delta 2
7:92076439-92077945,GATAD1,delta 2
7:92462172-92463514,CDK6,delta 2
7:95401637-95402944,DYNC1I1,delta 2
7:98464818-98465433,TMEM130,delta 1
7:99005512-99006875,BUD31,delta 2
7:99005512-99006875,PDAP1,delta 2
7:99036078-99037081,PTCD1,delta 2
7:99036078-99037081,CPSF4,delta 2
7:99102009-99103005,ZKSCAN5,delta 2
7:99155575-99156943,ZNF655,delta 2
7:99155575-99156943,FAM200A,delta 2
7:99698895-99699699,MCM7,delta 2
7:99698895-99699699,AP4M1,delta 2
7:99754893-99756676,C7orf43,delta 2
7:99774737-99775582,GPC2,delta 2
7:99774737-99775582,STAG3,delta 2
8:101963515-101965741,YWHAZ,delta 2
8:102803022-102803922,NCALD,delta 2
8:10696983-10697753,PINX1,delta 2
8:10696983-10697753,SOX7,delta 2
8:107738067-107738576,OXR1,delta 2
8:108507381-108508614,ANGPT1,delta 2
8:110345835-110347002,ENY2,delta 2
8:110345835-110347002,NUDCD1,delta 2
8:110619810-110620508,SYBU,delta 1
8:110656275-110657841,SYBU,delta 2
8:110656275-110657841,RP11-422N16.3,delta 2
8:11626789-11627547,NEIL2,delta 2
8:11659668-11660732,FDFT1,delta 2
8:11659668-11660732,RP11-297N6.4,delta 2
8:117863940-117864521,RAD21,delta 2
8:118146660-118147744,SLC30A8,delta 1
8:120604760-120605077,ENPP2,delta 2
8:121456456-121457962,MRPL13,delta 2
8:121456456-121457962,MTBP,delta 2
8:124285869-124287724,ZHX1,delta 2
8:124780081-124781242,FAM91A1,delta 2
8:125383809-125385496,TMEM65,delta 2
8:126103181-126104434,NSMCE2,delta 2
8:126103181-126104434,KIAA0196,delta 2
8:126444097-126444855,TRIB1,delta 2
8:12808770-12810036,KIAA1456,delta 2
8:131027761-131029344,FAM49B,delta 1
8:132915773-132917414,EFR3A,delta 2
8:136468852-136470280,KHDRBS3,delta 2
8:141645570-141646530,AGO2,delta 2
8:144349007-144349846,GLI4,delta 2
8:144512210-144513498,MAFA,delta 2
8:144691308-144692278,PYCRL,delta 2
8:144717507-144718879,ZNF623,delta 2
8:145137037-145137703,GPAA1,delta 2
8:145550204-145551112,DGAT1,delta 2
8:145742893-145743523,RECQL4,delta 2
8:145742893-145743523,LRRC14,delta 2
8:146012041-146013017,ZNF34,delta 2
8:146052066-146053082,ZNF7,delta 2
8:16884168-16885608,MICU3,delta 2
8:17013094-17014868,ZDHHC2,delta 2
8:1711197-1713302,CLN8,delta 2
8:1771349-1772392,ARHGEF10,delta 2
8:19674428-19675911,INTS10,delta 2
8:21966279-21967413,NUDT18,delta 2
8:21998279-21998953,REEP4,delta 2
8:22021997-22023244,BMP1,delta 2
8:22249752-22251419,SLC39A14,delta 2
8:22456098-22457726,C8orf58,delta 2
8:22550364-22551194,EGR3,delta 2
8:23386092-23387286,SLC25A37,delta 2
8:24770962-24772642,NEFM,delta 2
8:26240160-26241413,BNIP3L,delta 2
8:27471584-27472520,CLU,delta 2
8:28208824-28209835,ZNF395,delta 2
8:28351199-28352353,FZD3,delta 2
8:28479614-28480603,EXTL3,delta 2
8:28558586-28560023,EXTL3,delta 2
8:29207331-29208856,DUSP4,delta 2
8:30012844-30014589,DCTN6,delta 2
8:30515137-30516180,GTF2E2,delta 2
8:30584712-30585705,GSR,delta 2
8:38384501-38386011,C8orf86,delta 2
8:41908330-41910324,KAT6A,delta 2
8:42750940-42753067,RNF170,delta 2
8:42750940-42753067,HOOK3,delta 2
8:42910799-42912168,FNTA,delta 2
8:52810862-52812727,PCMTD1,delta 2
8:53625676-53627604,RB1CC1,delta 2
8:54755082-54756217,ATP6V1H,delta 2
8:55047192-55048336,MRPL15,delta 2
8:56685147-56686350,TMEM68,delta 2
8:56685147-56686350,TGS1,delta 2
8:60029854-60032518,TOX,delta 2
8:61590705-61593286,CHD7,delta 2
8:67525024-67526411,MYBL1,delta 2
8:71060224-71060819,NCOA2,delta 2
8:71519473-71520984,TRAM1,delta 2
8:71519473-71520984,RP11-382J12.1,delta 2
8:71580666-71581950,LACTB2,delta 2
8:71580666-71581950,XKR9,delta 2
8:74888180-74888829,TMEM70,delta 2
8:79427951-79429063,PKIA,delta 2
8:81397523-81399998,ZBTB10,delta 2
8:82023633-82024559,PAG1,delta 2
8:86088996-86090589,E2F5,delta 2
8:87354392-87355760,WWP1,delta 2
8:89339318-89341329,MMP16,delta 2
8:90769337-90770744,RIPK2,delta 2
8:91657170-91658869,TMEM64,delta 2
8:92081788-92082915,OTUD6B,delta 2
8:93074437-93075135,RUNX1T1,delta 2
8:9413038-9414049,TNKS,delta 2
8:94710678-94711137,FAM92A1,delta 2
8:94718679-94719079,FAM92A1,delta 2
8:94752466-94753683,RBM12B-AS1,delta 2
8:94752466-94753683,RBM12B,delta 2
8:95273945-95274833,GEM,delta 2
8:95834664-95836051,INTS8,delta 2
8:95907176-95909077,CCNE2,delta 2
8:95907176-95909077,NDUFAF6,delta 2
8:96145542-96146619,PLEKHF2,delta 2
8:97505655-97506956,SDC2,delta 2
8:97657103-97658348,CPQ,delta 2
8:98289681-98290582,TSPYL5,delta 2
8:98787739-98788870,LAPTM4B,delta 2
8:99057423-99058691,RPL30,delta 2
8:99837435-99838543,STK3,delta 2
9:100395108-100396308,TSTD2,delta 2
9:100395108-100396308,NCBP1,delta 2
9:100458993-100460004,XPA,delta 2
9:100684340-100686308,C9orf156,delta 2
9:101017552-101018805,TBC1D2,delta 2
9:101558270-101559322,ANKS6,delta 2
9:102860432-102862106,ERP44,delta 2
9:102860432-102862106,INVS,delta 2
9:103114419-103115599,TEX10,delta 2
9:103188815-103190485,MSANTD3,delta 2
9:107509596-107510789,NIPSNAP3A,delta 2
9:107525863-107527049,NIPSNAP3B,delta 2
9:111695593-111697135,IKBKAP,delta 2
9:111695593-111697135,FAM206A,delta 2
9:111774354-111776263,CTNNAL1,delta 2
9:114244980-114246881,KIAA0368,delta 2
9:115141717-115142711,HSDL2,delta 2
9:115479904-115480913,INIP,delta 2
9:116137850-116138253,HDHD3,delta 2
9:123836588-123837780,CNTRL,delta 2
9:125026690-125027803,MRRF,delta 2
9:125026690-125027803,RBM18,delta 2
9:125666809-125667986,RC3H2,delta 2
9:127177391-127178027,PSMB7,delta 2
9:127615091-127616172,WDR38,delta 2
9:127623665-127624866,RPL35,delta 2
9:127623665-127624866,ARPC5L,delta 2
9:127630865-127632241,ARPC5L,delta 2
