rank,motif,id,x,y,test,mean_x,mean_y,enrichedIn,pval,FDR,padj,lfdr,family.id,family.name,class.id,class.name,superclass.id,superclass.name
377,FOSB::JUNB(var.2),MA1136.1,beta,delta,beta_vs_delta,-0.0580078141379105,0.202648234960441,delta,9.70969998538376e-07,2.75584131938098e-06,0.000562191629153719,5.55974579260665,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
377,FOSB::JUNB(var.2),MA1136.1,beta,delta,beta_vs_delta,-0.0580078141379105,0.202648234960441,delta,9.70969998538376e-07,2.75584131938098e-06,0.000562191629153719,5.55974579260665,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
378,SMAD3,MA0795.1,alpha,gamma,alpha_vs_gamma,-0.183115255679314,0.152859449586159,gamma,6.83833711377297e-07,2.63959812591637e-06,0.000395939718887455,5.57846218865378,7.1.1,SMAD,7.1,SMAD/NF-1 DNA-binding domain factors,7,beta-Hairpin exposed by an alpha/beta-scaffold
379,ELF4,MA0641.1,alpha,gamma,alpha_vs_gamma,0.214045707069306,0.612859417110911,gamma,6.53563322398065e-07,2.53968566220456e-06,0.000378413163668479,5.59522003283594,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
380,HMBOX1,MA0895.1,beta,delta,beta_vs_delta,-0.0060594723029122,0.193275092081123,delta,8.31983312891627e-07,2.37299673972538e-06,0.000481718338164252,5.62470285846208,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
381,POU4F2,MA0683.1,beta,delta,beta_vs_delta,0.106145566842468,0.303475551833967,delta,6.49721128306083e-07,1.86231947172882e-06,0.000376188533289222,5.72994581588541,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
382,Hmx3,MA0898.1,beta,delta,beta_vs_delta,0.169565100117118,0.37948171446593,delta,6.08198795279693e-07,1.76073551233471e-06,0.000352147102466943,5.75430587637818,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
383,POU4F1,MA0790.1,beta,delta,beta_vs_delta,0.0341397124249237,0.230441638773115,delta,5.36691846900896e-07,1.56941706745262e-06,0.000310744579355619,5.80426162873699,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
384,POU3F3,MA0788.1,beta,delta,beta_vs_delta,-0.14189885079711,0.04991004603449,delta,4.67077481481133e-07,1.37278102425165e-06,0.000270437861777576,5.86239873264204,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
385,FOSL1::JUN(var.2),MA1129.1,beta,delta,beta_vs_delta,-0.0566350289166612,0.210782273474293,delta,4.54696734538267e-07,1.34321127192682e-06,0.000263269409297657,5.87185567235312,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
385,FOSL1::JUN(var.2),MA1129.1,beta,delta,beta_vs_delta,-0.0566350289166612,0.210782273474293,delta,4.54696734538267e-07,1.34321127192682e-06,0.000263269409297657,5.87185567235312,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
386,Sox5,MA0087.1,alpha,gamma,alpha_vs_gamma,-0.176174894388957,0.129638363504399,gamma,2.99391466851063e-07,1.25373293133893e-06,0.000173347659306765,5.90179496653446,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
387,NKX2-3,MA0672.1,alpha,gamma,alpha_vs_gamma,-0.0241425167680349,0.306624368278724,gamma,3.01193103051777e-07,1.25373293133893e-06,0.000174390806666979,5.90179496653446,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
388,MNX1,MA0707.1,beta,delta,beta_vs_delta,0.334269805237807,0.553191194963619,delta,3.92997610044893e-07,1.17899283013468e-06,0.000227545616215993,5.92848883599262,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
389,Rfx1,MA0509.1,beta,delta,beta_vs_delta,-0.224887743186104,0.10430518476461,delta,3.51825540179922e-07,1.06097389460508e-06,0.000203706987764175,5.97429530183706,3.3.3,RFX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
390,POU4F3,MA0791.1,beta,delta,beta_vs_delta,0.0531315551147799,0.251144061383171,delta,2.98195174826708e-07,9.08710559077178e-07,0.000172655006224664,6.04157442548296,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
391,Sox6,MA0515.1,beta,delta,beta_vs_delta,0.15299251299313,0.361177546479501,delta,2.86216472318771e-07,8.76821891389252e-07,0.000165719337472569,6.05708861580443,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
392,MEOX1,MA0661.1,alpha,gamma,alpha_vs_gamma,-0.680048097816087,-0.336408406057361,gamma,1.83302642783805e-07,7.92031568446441e-07,0.000106132230171823,6.10125750814679,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
393,GSX2,MA0893.1,beta,delta,beta_vs_delta,0.401800550616794,0.617395428807518,delta,2.13497086006205e-07,6.639374356209e-07,0.000123614812797593,6.17787284328978,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
394,Twist2,MA0633.1,beta,delta,beta_vs_delta,-0.238955042453265,-0.0250173775804558,delta,1.7708815299003e-07,5.54238057195825e-07,0.000102534040581228,6.25630365635481,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
395,Atoh1,MA0461.2,beta,delta,beta_vs_delta,-0.265036885042128,-0.0429993032258949,delta,1.75768398469587e-07,5.53097297358103e-07,0.000101769902713891,6.25719846365221,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
396,Hmx1,MA0896.1,beta,delta,beta_vs_delta,0.250034823063286,0.479227483173133,delta,1.74787535527794e-07,5.53016300932201e-07,0.000101201983070593,6.25726206706679,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
397,ELF3,MA0640.1,alpha,gamma,alpha_vs_gamma,0.3610769302514,0.839992104357057,gamma,1.22602514789003e-07,5.50285705913431e-07,7.09868560628325e-05,6.2594117681693,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
398,RXRB,MA0855.1,beta,delta,beta_vs_delta,-0.331060067854168,-0.116785547236123,delta,1.68595957139784e-07,5.363574680436e-07,9.76170591839352e-05,6.27054566804326,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
399,Hoxd8,MA0910.1,alpha,gamma,alpha_vs_gamma,-0.320165381673778,0.0294426222294142,gamma,1.01656378227178e-07,4.63457031445167e-07,5.88590429935362e-05,6.33399052445647,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
400,BHLHE22,MA0818.1,beta,delta,beta_vs_delta,-0.276862115225518,-0.059408058137506,delta,1.18405861035784e-07,3.78767920108943e-07,6.85569935397187e-05,6.42162681084522,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
401,FLI1,MA0475.2,beta,delta,beta_vs_delta,-0.241082779615468,-0.013554248403918,delta,1.11652351222676e-07,3.59148396432942e-07,6.46467113579295e-05,6.4447260683143,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
402,EMX1,MA0612.1,beta,delta,beta_vs_delta,0.556132863006902,0.804134259978524,delta,1.07125281215316e-07,3.46511384489765e-07,6.2025537823668e-05,6.46028249225026,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
403,RORC,MA1151.1,beta,delta,beta_vs_delta,0.121547727843059,0.356606714485402,delta,8.66247097047367e-08,2.81773634376644e-07,5.01557069190426e-05,6.55009964635948,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
404,JUNB(var.2),MA1140.1,beta,delta,beta_vs_delta,-0.0939297513354549,0.176556482977435,delta,7.72855506107527e-08,2.52815445218225e-07,4.47483338036258e-05,6.59719639728782,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
405,OLIG1,MA0826.1,beta,delta,beta_vs_delta,-0.268947260902882,-0.0472590305941164,delta,7.37762755479285e-08,2.43511446538944e-07,4.27164635422506e-05,6.61348061945197,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
406,PAX4,MA0068.2,alpha,gamma,alpha_vs_gamma,-0.770973827698393,-0.432152553828682,gamma,4.86532434559444e-08,2.34751899674932e-07,2.81702279609918e-05,6.62939088462095,3.2.1,PD+HD,3.2,Paired box factors,3,Helix-turn-helix domains
407,Lhx8,MA0705.1,alpha,gamma,alpha_vs_gamma,-0.770973827698393,-0.432152553828682,gamma,4.86532434559444e-08,2.34751899674932e-07,2.81702279609918e-05,6.62939088462095,3.1.5,HD-LIM,3.1,Homeo domain factors,3,Helix-turn-helix domains
408,ATF7,MA0834.1,beta,delta,beta_vs_delta,-0.106252200884334,0.170116149116914,delta,6.99695190881179e-08,2.32829606620806e-07,4.05123515520203e-05,6.63296179560936,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
409,Sox2,MA0143.3,alpha,gamma,alpha_vs_gamma,-0.110519093720388,0.292447421708055,gamma,4.59734445537574e-08,2.25581562683267e-07,2.66186243966255e-05,6.64669639915737,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
410,NEUROD2,MA0668.1,beta,delta,beta_vs_delta,-0.259851298845859,-0.0275820656798051,delta,6.32546969070746e-08,2.11702135891307e-07,3.66244695091962e-05,6.67427476030308,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
411,JUN::JUNB(var.2),MA1133.1,beta,delta,beta_vs_delta,-0.0869815298657653,0.200021096173576,delta,5.87889341902362e-08,1.97899958698528e-07,3.40387928961467e-05,6.70355429643031,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
412,TCF7L2,MA0523.1,alpha,gamma,alpha_vs_gamma,0.0142709031364282,0.359061013119751,gamma,3.81999233493547e-08,1.89040646318602e-07,2.21177556192764e-05,6.72344480654643,4.1.3,TCF7-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
413,BHLHE23,MA0817.1,beta,delta,beta_vs_delta,-0.285900183028675,-0.0585831125140041,delta,5.16480197737206e-08,1.74878382742598e-07,2.99042034489843e-05,6.75726387168676,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
414,BARX1,MA0875.1,beta,delta,beta_vs_delta,0.21495471285236,0.450124881875784,delta,5.05891860775272e-08,1.72300816111107e-07,2.92911387388883e-05,6.76371266549039,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
415,Creb5,MA0840.1,beta,delta,beta_vs_delta,-0.107295335038936,0.182618672115847,delta,4.49642088772425e-08,1.54048975975878e-07,2.60342769399234e-05,6.81234118426365,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
416,Hmx3,MA0898.1,alpha,gamma,alpha_vs_gamma,-0.260015610386663,0.11524715543463,gamma,2.80762090462027e-08,1.42597588050451e-07,1.62561250377514e-05,6.84588782024319,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
417,VAX1,MA0722.1,beta,delta,beta_vs_delta,0.476458431289218,0.727383678234954,delta,4.09147131670687e-08,1.4100963645079e-07,2.36896189237328e-05,6.85075120710066,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
418,VAX2,MA0723.1,beta,delta,beta_vs_delta,0.476458431289218,0.727383678234954,delta,4.09147131670687e-08,1.4100963645079e-07,2.36896189237328e-05,6.85075120710066,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
419,PRDM1,MA0508.2,alpha,gamma,alpha_vs_gamma,0.109127925545866,0.471019168864691,gamma,2.59538366958171e-08,1.35180307391799e-07,1.50272714468781e-05,6.86908657033216,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
420,FOSL2::JUNB(var.2),MA1139.1,beta,delta,beta_vs_delta,-0.0870168370326859,0.207904698395586,delta,3.81632484096643e-08,1.33111571260215e-07,2.20965208291956e-05,6.87578419008483,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
420,FOSL2::JUNB(var.2),MA1139.1,beta,delta,beta_vs_delta,-0.0870168370326859,0.207904698395586,delta,3.81632484096643e-08,1.33111571260215e-07,2.20965208291956e-05,6.87578419008483,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
421,NOTO,MA0710.1,alpha,gamma,alpha_vs_gamma,-0.814612011031628,-0.473121414641301,gamma,2.42915455353964e-08,1.27861862409041e-07,1.40648048649945e-05,6.89325897401385,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
422,RXRG,MA0856.1,beta,delta,beta_vs_delta,-0.341422464032044,-0.110452757347831,delta,3.56878960048406e-08,1.25754035893461e-07,2.06632917868027e-05,6.90047806799662,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
423,Hoxb5,MA0904.1,beta,delta,beta_vs_delta,0.429026504067494,0.67317679259744,delta,3.58366423530589e-08,1.25754035893461e-07,2.07494159224211e-05,6.90047806799662,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
424,HLTF,MA0109.1,beta,delta,beta_vs_delta,-0.265003547998627,-0.0443785453765065,delta,3.51439528433896e-08,1.24836495069464e-07,2.03483486963226e-05,6.90365843316082,"","",,"",,""
425,GBX2,MA0890.1,alpha,gamma,alpha_vs_gamma,-0.592768230220369,-0.227661563329355,gamma,2.15252145621604e-08,1.14340359921934e-07,1.24630992314909e-05,6.9418004450423,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
426,PAX7,MA0680.1,beta,delta,beta_vs_delta,0.142023974267844,0.373570849726817,delta,3.16280874572399e-08,1.13041127393468e-07,1.83126626377419e-05,6.94676351978723,3.2.1,PD+HD,3.2,Paired box factors,3,Helix-turn-helix domains
427,E2F6,MA0471.1,alpha,gamma,alpha_vs_gamma,-0.0971046275199658,0.224857273340652,gamma,1.44721568623978e-08,8.05709502243111e-08,8.37937882332835e-06,7.09382151441551,3.3.2,E2F,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
428,Mecom,MA0029.1,beta,delta,beta_vs_delta,-0.287745628745734,-0.0708948055248528,delta,2.11735953659916e-08,7.61460355087524e-08,1.22595117169091e-05,7.11835270298444,2.3.4,Factors with multiple dispersed zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
429,ERF,MA0760.1,beta,delta,beta_vs_delta,-0.248219608879607,-0.0105147994160538,delta,2.04587447498073e-08,7.4035082563365e-08,1.18456132101384e-05,7.13056243495585,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
430,IRF9,MA0653.1,alpha,gamma,alpha_vs_gamma,0.217286813602486,0.646011741556383,gamma,9.43635330955467e-09,5.51883693558804e-08,5.46364856623216e-06,7.25815243779205,3.5.3,IRF,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
431,IRF5,MA1420.1,beta,delta,beta_vs_delta,-0.166914305198544,0.0688454466817454,delta,1.32084271643698e-08,4.8098612126856e-08,7.6476793281701e-06,7.31786745490151,3.5.3,IRF,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
432,EHF,MA0598.2,alpha,gamma,alpha_vs_gamma,0.355261858537855,0.896195273874555,gamma,7.65262927337772e-09,4.52129831559765e-08,4.4308723492857e-06,7.34473683723827,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
433,OLIG3,MA0827.1,beta,delta,beta_vs_delta,-0.277429168774453,-0.0461595032910258,delta,1.12300392215678e-08,4.11531184132135e-08,6.50219270928773e-06,7.38559725016404,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
434,POU3F2,MA0787.1,beta,delta,beta_vs_delta,-0.149216289825459,0.0902884861138645,delta,1.00091616764053e-08,3.7149388529735e-08,5.79530461063865e-06,7.43004833023039,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
435,PPARA::RXRA,MA1148.1,beta,delta,beta_vs_delta,-0.229790909801746,-0.00117515046428751,delta,8.35673362144152e-09,3.12164436568686e-08,4.83854876681464e-06,7.50561657559049,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
435,PPARA::RXRA,MA1148.1,beta,delta,beta_vs_delta,-0.229790909801746,-0.00117515046428751,delta,8.35673362144152e-09,3.12164436568686e-08,4.83854876681464e-06,7.50561657559049,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
436,LHX2,MA0700.1,alpha,gamma,alpha_vs_gamma,-0.800717172629524,-0.411482082984418,gamma,4.77612289432373e-09,2.97352167291768e-08,2.76537515581344e-06,7.52672889173869,3.1.5,HD-LIM,3.1,Homeo domain factors,3,Helix-turn-helix domains
437,Pparg::Rxra,MA0065.2,beta,delta,beta_vs_delta,-0.216425698879069,0.0177266735234747,delta,6.66767266740654e-09,2.50687173664181e-08,3.86058247442839e-06,7.60086788602332,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
437,Pparg::Rxra,MA0065.2,beta,delta,beta_vs_delta,-0.216425698879069,0.0177266735234747,delta,6.66767266740654e-09,2.50687173664181e-08,3.86058247442839e-06,7.60086788602332,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
438,Alx1,MA0854.1,alpha,gamma,alpha_vs_gamma,-0.564082352016159,-0.187224046522569,gamma,3.5517596331931e-09,2.25985585452616e-08,2.0564688276188e-06,7.64591926155188,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
439,Nkx3-1,MA0124.2,alpha,gamma,alpha_vs_gamma,0.0182757746415271,0.461568614608278,gamma,3.16616092249582e-09,2.03689686013898e-08,1.83320717412508e-06,7.69103096128288,3.1.2,NK,3.1,Homeo domain factors,3,Helix-turn-helix domains
440,GBX1,MA0889.1,alpha,gamma,alpha_vs_gamma,-0.640123431360876,-0.283826398978907,gamma,2.74770644428342e-09,1.78755284409e-08,1.5909220312401e-06,7.74774111061362,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
441,ETV2,MA0762.1,alpha,gamma,alpha_vs_gamma,0.130185492156402,0.588846104557024,gamma,2.6422327734588e-09,1.73846906344619e-08,1.52985277583264e-06,7.75983303330638,3.5.2,Ets-related,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
442,IRF1,MA0050.2,beta,delta,beta_vs_delta,-0.180946533754776,0.0507129220127307,delta,4.07822181171914e-09,1.54332707776822e-08,2.36129042898538e-06,7.81154202402325,3.5.3,IRF,3.5,Tryptophan cluster factors,3,Helix-turn-helix domains
443,Sox6,MA0515.1,alpha,gamma,alpha_vs_gamma,-0.280500138605609,0.125203364219041,gamma,2.26685351752701e-09,1.50863009959556e-08,1.31250818664814e-06,7.82141723166061,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
444,ZNF24,MA1124.1,beta,delta,beta_vs_delta,-0.0762682157982353,0.177272592393556,delta,3.79292130058158e-09,1.44480357436627e-08,2.19610143303673e-06,7.84019119260807,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
445,GSX1,MA0892.1,alpha,gamma,alpha_vs_gamma,-0.805039224136877,-0.423309690967701,gamma,2.11744700351196e-09,1.42558350585282e-08,1.22600181503342e-06,7.84600733810977,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
446,SOX13,MA1120.1,beta,delta,beta_vs_delta,-0.00147523192569506,0.252245814976822,delta,2.81903069277665e-09,1.08093958352164e-08,1.63221877111768e-06,7.96619857919787,4.1.1,SOX-related,4.1,High-mobility group (HMG) domain factors,4,Other all-alpha-helical DNA-binding domains
447,FIGLA,MA0820.1,beta,delta,beta_vs_delta,0.0080758575061524,0.271122466177555,delta,2.7630961513803e-09,1.0665551144328e-08,1.59983267164919e-06,7.972016697387,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
448,LMX1A,MA0702.1,beta,delta,beta_vs_delta,0.258530869158085,0.534264162164493,delta,2.65765019768802e-09,1.03273789561165e-08,1.53877946446136e-06,7.98600988654733,3.1.5,HD-LIM,3.1,Homeo domain factors,3,Helix-turn-helix domains
449,LMX1B,MA0703.1,beta,delta,beta_vs_delta,0.258530869158085,0.534264162164493,delta,2.65765019768802e-09,1.03273789561165e-08,1.53877946446136e-06,7.98600988654733,3.1.5,HD-LIM,3.1,Homeo domain factors,3,Helix-turn-helix domains
450,Lhx4,MA0704.1,beta,delta,beta_vs_delta,0.258530869158085,0.534264162164493,delta,2.65765019768802e-09,1.03273789561165e-08,1.53877946446136e-06,7.98600988654733,3.1.5,HD-LIM,3.1,Homeo domain factors,3,Helix-turn-helix domains
451,UNCX,MA0721.1,beta,delta,beta_vs_delta,0.258530869158085,0.534264162164493,delta,2.65765019768802e-09,1.03273789561165e-08,1.53877946446136e-06,7.98600988654733,3.1.3,Paired-related HD,3.1,Homeo domain factors,3,Helix-turn-helix domains
